"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_order","total_sales","total_quantity","total_product","lifespan","avg_order","avg_monthly_spend"
1038,"AW00012037","Patricia Chapman",76,"50 and above","VIP","2013-09-09",141,3,7107.0,8.0,8,20,2369.0,355.0
1039,"AW00012038","George Vance",76,"50 and above","New","2014-01-26",137,3,91.0,5.0,5,8,30.3333,11.0
1040,"AW00012039","Ricardo Nath",76,"50 and above","VIP","2013-08-06",142,3,8212.0,9.0,8,19,2737.3333,432.0
1041,"AW00012040","Richard Torres",43,"40-49","New","2014-01-06",137,2,51.0,4.0,4,10,25.5,5.0
1042,"AW00012041","Seth Martin",39,"30-39","VIP","2013-07-01",144,2,5998.0,6.0,6,19,2999.0,316.0
1043,"AW00012042","Alex Carter",44,"40-49","VIP","2013-07-12",143,2,5975.0,4.0,4,20,2987.5,299.0
1044,"AW00012043","Carson Patterson",45,"40-49","New","2013-12-13",138,2,104.0,4.0,4,2,52.0,52.0
1045,"AW00012044","Madeline Lopez",45,"40-49","New","2013-12-01",139,2,106.0,5.0,5,0,53.0,106.0
1046,"AW00012045","Luis Russell",45,"40-49","New","2013-11-02",140,2,66.0,3.0,3,5,33.0,13.0
1047,"AW00012046","Alexa Cook",45,"40-49","New","2013-04-18",146,2,44.0,2.0,2,2,22.0,22.0
1048,"AW00012047","Alexandra Davis",45,"40-49","New","2013-10-17",140,2,44.0,2.0,2,5,22.0,9.0
1049,"AW00012048","Kayla Coleman",42,"40-49","New","2013-11-26",139,2,134.0,5.0,5,2,67.0,67.0
1050,"AW00012049","Angela Russell",51,"50 and above","New","2013-11-09",139,2,171.0,6.0,6,2,85.5,86.0
1051,"AW00012050","Aaron Young",46,"40-49","VIP","2013-02-06",148,2,6024.0,6.0,6,14,3012.0,430.0
1052,"AW00012051","Isaiah Scott",41,"40-49","New","2013-05-31",145,2,90.0,3.0,3,3,45.0,30.0
1053,"AW00012052","Makayla Ward",52,"50 and above","VIP","2013-02-09",148,2,5935.0,4.0,4,15,2967.5,396.0
1054,"AW00012053","Cedric Gao",52,"50 and above","VIP","2013-01-30",149,2,5973.0,5.0,5,15,2986.5,398.0
1055,"AW00012054","Luke Diaz",51,"50 and above","New","2013-12-17",138,5,403.0,11.0,8,10,80.6,40.0
1056,"AW00012055","Arianna Richardson",51,"50 and above","New","2014-01-16",137,4,104.0,8.0,7,10,26.0,10.0
1057,"AW00012056","Ian Ward",77,"50 and above","New","2014-01-03",138,4,254.0,11.0,8,6,63.5,42.0
1058,"AW00012057","Madeline Collins",76,"50 and above","New","2013-07-07",143,2,87.0,3.0,3,4,43.5,22.0
1059,"AW00012058","Chloe Nelson",76,"50 and above","VIP","2013-02-03",149,2,5936.0,4.0,4,14,2968.0,424.0
1060,"AW00012059","Jason Jenkins",76,"50 and above","VIP","2013-02-22",148,2,5930.0,4.0,4,15,2965.0,395.0
1061,"AW00012060","Andrew Wedge",76,"50 and above","New","2013-06-25",144,2,4812.0,5.0,5,4,2406.0,1203.0
1062,"AW00012061","Bryce Brooks",76,"50 and above","New","2013-09-29",141,4,140.0,10.0,8,8,35.0,18.0
1063,"AW00012062","Edward Long",75,"50 and above","New","2014-01-13",137,2,87.0,3.0,3,10,43.5,9.0
1064,"AW00012063","Xavier Martinez",75,"50 and above","New","2013-11-13",139,2,85.0,2.0,2,2,42.5,43.0
1065,"AW00012064","John White",69,"50 and above","New","2013-11-28",139,2,122.0,5.0,5,8,61.0,15.0
1066,"AW00012065","Isaiah Collins",75,"50 and above","New","2013-04-01",147,2,92.0,4.0,4,0,46.0,92.0
1067,"AW00012066","Wyatt Powell",75,"50 and above","New","2013-09-18",141,2,85.0,2.0,2,6,42.5,14.0
1068,"AW00012067","Aaron Bryant",75,"50 and above","New","2013-07-26",143,2,134.0,5.0,5,3,67.0,45.0
1069,"AW00012068","Maria Jenkins",75,"50 and above","New","2013-11-26",139,2,94.0,3.0,3,4,47.0,24.0
1070,"AW00012069","Garrett Kelly",75,"50 and above","VIP","2013-02-27",148,2,5897.0,4.0,4,15,2948.5,393.0
1071,"AW00012070","Luke Ross",75,"50 and above","New","2013-12-26",138,2,85.0,2.0,2,0,42.5,85.0
1072,"AW00012071","Robert Robinson",75,"50 and above","VIP","2013-02-17",148,2,5973.0,5.0,5,14,2986.5,427.0
1073,"AW00012072","Tristan Ross",75,"50 and above","VIP","2013-03-12",147,2,5951.0,6.0,6,16,2975.5,372.0
1074,"AW00012073","Thomas Rodriguez",75,"50 and above","New","2013-04-25",146,2,134.0,5.0,5,1,67.0,134.0
1075,"AW00012074","Megan Jenkins",64,"50 and above","New","2013-10-26",140,4,261.0,13.0,10,2,65.25,131.0
1076,"AW00012075","Cameron Griffin",75,"50 and above","VIP","2013-07-25",143,2,5933.0,3.0,3,20,2966.5,297.0
1077,"AW00012076","Chloe Washington",70,"50 and above","VIP","2013-03-15",147,2,5873.0,2.0,2,16,2936.5,367.0
1078,"AW00012077","Nicole Sandberg",69,"50 and above","New","2014-01-18",137,4,174.0,9.0,9,11,43.5,16.0
1079,"AW00012078","Jose Edwards",74,"50 and above","VIP","2013-07-04",144,2,5975.0,4.0,4,19,2987.5,314.0
1080,"AW00012079","Nathaniel Cooper",68,"50 and above","VIP","2013-07-02",144,2,6008.0,8.0,8,19,3004.0,316.0
1081,"AW00012080","Grace Sanchez",73,"50 and above","New","2013-03-31",147,1,2355.0,2.0,2,0,2355.0,2355.0
1082,"AW00012081","Kaitlyn Perez",68,"50 and above","New","2013-05-08",145,1,2367.0,3.0,3,0,2367.0,2367.0
1083,"AW00012082","Lauren Sanchez",73,"50 and above","VIP","2013-03-25",147,2,5913.0,4.0,4,16,2956.5,370.0
1084,"AW00012083","Kayla Alexander",73,"50 and above","VIP","2013-03-02",148,2,5993.0,3.0,3,15,2996.5,400.0
1085,"AW00012084","Aidan Perry",72,"50 and above","VIP","2013-07-19",143,2,5985.0,6.0,6,20,2992.5,299.0
1086,"AW00012085","Tyler Rodriguez",72,"50 and above","New","2013-08-24",142,2,108.0,5.0,5,2,54.0,54.0
1087,"AW00012086","Emily Clark",72,"50 and above","New","2013-05-14",145,1,2295.0,1.0,1,0,2295.0,2295.0
1088,"AW00012087","Sean Cook",66,"50 and above","New","2014-01-15",137,2,92.0,4.0,4,3,46.0,31.0
1089,"AW00012088","Lauren Thompson",72,"50 and above","New","2014-01-25",137,2,171.0,6.0,5,0,85.5,171.0
1090,"AW00012089","Nathaniel Richardson",66,"50 and above","New","2013-06-19",144,2,4710.0,4.0,4,4,2355.0,1178.0
1091,"AW00012090","Savannah Carter",71,"50 and above","New","2013-05-08",145,1,2351.0,3.0,3,0,2351.0,2351.0
1092,"AW00012091","Eddie Munoz",65,"50 and above","New","2013-09-02",142,2,84.0,4.0,4,6,42.0,14.0
1093,"AW00012092","Austin White",71,"50 and above","New","2013-06-03",145,2,51.0,4.0,4,1,25.5,51.0
1094,"AW00012093","Levi Chandra",71,"50 and above","New","2014-01-22",137,2,46.0,3.0,3,2,23.0,23.0
1095,"AW00012094","Bailey Bailey",71,"50 and above","VIP","2013-07-25",143,2,5962.0,6.0,6,20,2981.0,298.0
1096,"AW00012095","Austin Griffin",71,"50 and above","New","2013-08-03",143,2,57.0,4.0,4,3,28.5,19.0
1097,"AW00012096","Caitlin Brooks",71,"50 and above","VIP","2013-07-20",143,2,5900.0,3.0,3,20,2950.0,295.0
1098,"AW00012097","Sean Allen",70,"50 and above","New","2014-01-19",137,4,238.0,10.0,9,7,59.5,34.0
1099,"AW00012098","Grace Clark",70,"50 and above","New","2013-12-11",138,2,84.0,4.0,4,10,42.0,8.0
1100,"AW00012099","Sydney Hall",70,"50 and above","New","2013-11-05",140,2,44.0,2.0,2,6,22.0,7.0
1101,"AW00012100","Jon Sun",70,"50 and above","New","2013-09-17",141,2,130.0,4.0,4,1,65.0,130.0
1102,"AW00012101","Logan Patterson",70,"50 and above","New","2013-06-06",144,2,92.0,4.0,4,2,46.0,46.0
1103,"AW00012102","Devin Simmons",70,"50 and above","VIP","2013-02-28",148,2,5903.0,4.0,4,15,2951.5,394.0
1104,"AW00012103","Chloe White",64,"50 and above","VIP","2013-03-21",147,2,5997.0,6.0,6,15,2998.5,400.0
1105,"AW00012104","Mariah Ross",65,"50 and above","VIP","2013-03-08",147,2,5908.0,3.0,3,16,2954.0,369.0
1106,"AW00012105","Abigail Foster",70,"50 and above","VIP","2013-03-04",148,2,5993.0,3.0,3,16,2996.5,375.0
1107,"AW00012106","Isaiah Baker",69,"50 and above","New","2013-10-12",140,4,169.0,7.0,6,3,42.25,56.0
1108,"AW00012107","Nathan Gonzales",63,"50 and above","New","2013-07-29",143,4,222.0,8.0,7,5,55.5,44.0
1109,"AW00012108","James Walker",64,"50 and above","VIP","2013-07-08",143,2,5946.0,5.0,5,19,2973.0,313.0
1110,"AW00012109","Morgan Foster",69,"50 and above","VIP","2013-07-13",143,2,5930.0,4.0,4,20,2965.0,297.0
1111,"AW00012110","Bianca Guo",69,"50 and above","VIP","2013-07-27",143,2,5888.0,4.0,4,20,2944.0,294.0
1112,"AW00012111","Jacqueline Gonzales",69,"50 and above","New","2013-09-23",141,2,195.0,4.0,4,2,97.5,98.0
1113,"AW00012112","Arianna Henderson",69,"50 and above","VIP","2013-03-18",147,2,5930.0,4.0,4,15,2965.0,395.0
1114,"AW00012113","Nathan Hughes",57,"50 and above","New","2013-06-01",145,2,4737.0,5.0,5,3,2368.5,1579.0
1115,"AW00012114","Charles Richardson",68,"50 and above","New","2013-06-28",144,2,4719.0,5.0,5,3,2359.5,1573.0
1116,"AW00012115","Chloe Richardson",68,"50 and above","New","2013-06-21",144,2,90.0,3.0,3,0,45.0,90.0
1117,"AW00012116","Amanda Gray",68,"50 and above","VIP","2013-03-22",147,2,5933.0,3.0,3,16,2966.5,371.0
1118,"AW00012117","Cameron Yang",68,"50 and above","New","2013-12-18",138,2,160.0,3.0,3,4,80.0,40.0
1119,"AW00012118","Miguel Sanchez",57,"50 and above","VIP","2013-07-28",143,2,6004.0,8.0,8,20,3002.0,300.0
1120,"AW00012119","Keith Raje",68,"50 and above","New","2013-11-05",140,2,162.0,4.0,4,6,81.0,27.0
1121,"AW00012120","Xavier Simmons",67,"50 and above","VIP","2013-07-29",143,2,5908.0,3.0,3,20,2954.0,295.0
1122,"AW00012121","Logan Wilson",67,"50 and above","VIP","2013-07-29",143,2,5946.0,5.0,5,20,2973.0,297.0
1123,"AW00012122","Destiny Coleman",67,"50 and above","New","2013-06-11",144,2,4814.0,5.0,5,3,2407.0,1605.0
1125,"AW00012124","Brandi Gill",62,"50 and above","VIP","2013-10-07",140,5,13195.0,12.0,11,32,2639.0,412.0
1126,"AW00012125","Diana Ortega",62,"50 and above","VIP","2013-11-17",139,4,8595.0,10.0,10,18,2148.75,478.0
1127,"AW00012126","Tammy Raman",62,"50 and above","New","2013-08-15",142,2,81.0,4.0,4,4,40.5,20.0
1128,"AW00012127","Grace Davis",63,"50 and above","New","2013-11-10",139,1,35.0,1.0,1,0,35.0,35.0
1129,"AW00012128","Kristy Munoz",57,"50 and above","VIP","2013-12-04",139,4,8681.0,9.0,8,19,2170.25,457.0
1130,"AW00012129","Wendy Alvarez",63,"50 and above","VIP","2013-12-25",138,4,8557.0,9.0,8,19,2139.25,450.0
1131,"AW00012130","Suzanne Zhou",63,"50 and above","VIP","2013-11-14",139,4,7987.0,10.0,9,18,1996.75,444.0
1132,"AW00012131","Randall Dominguez",64,"50 and above","VIP","2013-10-10",140,5,13265.0,11.0,11,31,2653.0,428.0
1133,"AW00012132","Kaitlyn Henderson",64,"50 and above","VIP","2013-10-17",140,5,13294.0,14.0,13,32,2658.8,415.0
1134,"AW00012133","Colleen Xie",64,"50 and above","VIP","2013-12-01",139,4,5830.0,10.0,9,21,1457.5,278.0
1135,"AW00012134","Hector Alonso",58,"50 and above","New","2013-10-09",140,2,97.0,5.0,5,3,48.5,32.0
1136,"AW00012135","Fernando Taylor",62,"50 and above","New","2013-07-01",144,2,85.0,2.0,2,1,42.5,85.0
1137,"AW00012136","Blake Turner",87,"50 and above","New","2014-01-23",137,4,181.0,10.0,10,8,45.25,23.0
1138,"AW00012137","Jack Green",87,"50 and above","New","2013-05-11",145,2,92.0,4.0,4,1,46.0,92.0
1139,"AW00012138","Colin Jai",86,"50 and above","New","2013-08-31",142,2,120.0,5.0,5,0,60.0,120.0
1140,"AW00012139","Franklin Yang",81,"50 and above","New","2013-12-20",138,2,103.0,4.0,4,5,51.5,21.0
1141,"AW00012140","Oscar Russell",54,"50 and above","New","2013-10-29",140,4,118.0,10.0,8,4,29.5,30.0
1142,"AW00012141","Kaitlyn Lee",48,"40-49","VIP","2013-03-10",147,2,5979.0,5.0,5,16,2989.5,374.0
1143,"AW00012142","Gabriella Torres",44,"40-49","VIP","2013-03-02",148,2,5945.0,6.0,6,15,2972.5,396.0
1144,"AW00012143","Logan Turner",54,"50 and above","VIP","2013-03-19",147,2,5993.0,3.0,3,16,2996.5,375.0
1145,"AW00012144","Kelly Jenkins",54,"50 and above","New","2013-11-05",140,2,50.0,4.0,4,7,25.0,7.0
1146,"AW00012145","Brandon Butler",48,"40-49","New","2013-12-31",138,2,133.0,5.0,5,1,66.5,133.0
1147,"AW00012146","Xavier Thomas",54,"50 and above","New","2013-11-08",139,2,227.0,6.0,6,4,113.5,57.0
1148,"AW00012147","Taylor Patterson",55,"50 and above","New","2013-11-13",139,4,271.0,13.0,10,4,67.75,68.0
1149,"AW00012148","Gabrielle Morris",55,"50 and above","New","2013-12-30",138,2,83.0,4.0,4,1,41.5,83.0
1150,"AW00012149","Bailey Scott",50,"50 and above","New","2014-01-08",137,2,83.0,4.0,4,8,41.5,10.0
1151,"AW00012150","Logan Wang",49,"40-49","New","2013-09-04",142,2,43.0,2.0,2,0,21.5,43.0
1152,"AW00012151","Steven Kelly",55,"50 and above","VIP","2013-03-06",147,2,5895.0,3.0,3,15,2947.5,393.0
1153,"AW00012152","Adrian Ramirez",50,"50 and above","VIP","2013-03-07",147,2,5937.0,5.0,5,16,2968.5,371.0
1154,"AW00012153","Kaitlyn Bailey",63,"50 and above","VIP","2013-03-04",148,2,5938.0,5.0,5,15,2969.0,396.0
1155,"AW00012154","Hailey Adams",57,"50 and above","New","2013-07-23",143,2,4798.0,5.0,5,4,2399.0,1200.0
1156,"AW00012155","Gabriella Lopez",57,"50 and above","VIP","2013-03-26",147,2,5930.0,4.0,4,16,2965.0,371.0
1157,"AW00012156","Bonnie Raji",85,"50 and above","VIP","2013-03-04",148,2,5920.0,3.0,3,15,2960.0,395.0
1158,"AW00012157","William White",85,"50 and above","New","2013-11-29",139,2,43.0,2.0,2,6,21.5,7.0
1159,"AW00012158","Kyle Phillips",45,"40-49","New","2013-12-12",138,4,202.0,11.0,7,3,50.5,67.0
1160,"AW00012159","Kaitlyn Scott",50,"50 and above","New","2014-01-15",137,4,259.0,12.0,8,10,64.75,26.0
1161,"AW00012160","Jaclyn Zhang",56,"50 and above","VIP","2013-03-08",147,2,5945.0,4.0,4,15,2972.5,396.0
1162,"AW00012161","Alexandria Rogers",51,"50 and above","New","2013-11-25",139,2,207.0,4.0,4,8,103.5,26.0
1163,"AW00012162","Luke Mitchell",50,"50 and above","VIP","2013-03-25",147,2,5913.0,4.0,4,16,2956.5,370.0
1164,"AW00012163","Aaron Wang",56,"50 and above","VIP","2013-03-04",148,2,5944.0,4.0,4,15,2972.0,396.0
1165,"AW00012164","Noah Butler",51,"50 and above","VIP","2013-03-01",148,2,5908.0,3.0,3,15,2954.0,394.0
1166,"AW00012165","Caleb Flores",57,"50 and above","New","2013-07-05",144,4,280.0,13.0,11,5,70.0,56.0
1167,"AW00012166","Jared Rogers",41,"40-49","New","2013-11-11",139,4,162.0,9.0,8,4,40.5,41.0
1168,"AW00012167","Sebastian Stewart",57,"50 and above","VIP","2013-03-13",147,2,5975.0,4.0,4,16,2987.5,373.0
1169,"AW00012168","Hunter Jackson",58,"50 and above","New","2013-08-23",142,2,73.0,4.0,3,5,36.5,15.0
1170,"AW00012169","Abigail Howard",52,"50 and above","VIP","2013-03-18",147,2,5948.0,5.0,5,16,2974.0,372.0
1171,"AW00012170","Sara Reed",53,"50 and above","VIP","2013-03-08",147,2,5908.0,3.0,3,15,2954.0,394.0
1172,"AW00012171","Alyssa Cooper",53,"50 and above","VIP","2013-03-07",147,2,5984.0,4.0,4,16,2992.0,374.0
1173,"AW00012172","Eduardo Alexander",53,"50 and above","VIP","2013-03-18",147,2,5930.0,4.0,4,15,2965.0,395.0
1174,"AW00012173","Dalton Edwards",58,"50 and above","VIP","2013-03-05",148,2,5929.0,4.0,4,15,2964.5,395.0
1175,"AW00012174","Charles Phillips",58,"50 and above","VIP","2013-03-22",147,2,5873.0,2.0,2,15,2936.5,392.0
1176,"AW00012175","Luke Powell",58,"50 and above","New","2013-11-20",139,2,155.0,2.0,2,0,77.5,155.0
1177,"AW00012176","Cody James",58,"50 and above","New","2014-01-14",137,2,162.0,4.0,4,11,81.0,15.0
1178,"AW00012177","Kevin Campbell",64,"50 and above","New","2013-07-18",143,2,4811.0,8.0,8,4,2405.5,1203.0
1179,"AW00012178","Ethan Shan",65,"50 and above","VIP","2013-03-02",148,2,5933.0,3.0,3,14,2966.5,424.0
1180,"AW00012179","Alexis Jones",84,"50 and above","VIP","2013-07-08",143,2,5913.0,4.0,4,18,2956.5,329.0
1181,"AW00012180","Holly Mehta",83,"50 and above","VIP","2013-07-04",144,2,5930.0,4.0,4,18,2965.0,329.0
1182,"AW00012181","Katelyn Sanders",83,"50 and above","VIP","2013-03-12",147,2,5959.0,4.0,4,15,2979.5,397.0
1183,"AW00012182","Erin Torres",59,"50 and above","New","2013-10-22",140,4,87.0,6.0,5,7,21.75,12.0
1184,"AW00012183","Emily Robinson",59,"50 and above","New","2013-07-09",143,4,229.0,10.0,8,4,57.25,57.0
1185,"AW00012184","Isaiah Perez",59,"50 and above","VIP","2013-03-18",147,2,5875.0,3.0,3,14,2937.5,420.0
1186,"AW00012185","Kaitlyn Patterson",59,"50 and above","New","2013-04-15",146,2,50.0,4.0,4,0,25.0,50.0
1187,"AW00012186","Bryant Srini",54,"50 and above","VIP","2013-03-08",147,2,5913.0,4.0,4,14,2956.5,422.0
1188,"AW00012187","Ruben Subram",59,"50 and above","VIP","2013-03-11",147,2,5908.0,3.0,3,14,2954.0,422.0
1190,"AW00012189","Sophia Wright",54,"50 and above","VIP","2013-03-17",147,2,5950.0,4.0,4,15,2975.0,397.0
1191,"AW00012190","Justin Gonzales",59,"50 and above","VIP","2013-03-04",148,2,5890.0,5.0,5,14,2945.0,421.0
1192,"AW00012191","Melissa Washington",60,"50 and above","New","2013-09-28",141,2,246.0,5.0,5,5,123.0,49.0
1193,"AW00012192","Jocelyn Hayes",65,"50 and above","New","2013-12-22",138,2,160.0,3.0,3,8,80.0,20.0
1194,"AW00012193","Caleb Simmons",65,"50 and above","New","2013-07-07",143,2,4833.0,6.0,6,3,2416.5,1611.0
1195,"AW00012194","Destiny Foster",66,"50 and above","New","2013-05-09",145,2,83.0,4.0,4,0,41.5,83.0
1196,"AW00012195","Erin Morris",55,"50 and above","New","2013-07-27",143,2,124.0,5.0,5,2,62.0,62.0
1197,"AW00012196","Alexis Miller",66,"50 and above","New","2014-01-13",137,4,160.0,8.0,6,9,40.0,18.0
1198,"AW00012197","Adam Hernandez",66,"50 and above","New","2013-05-07",145,2,48.0,3.0,3,3,24.0,16.0
1199,"AW00012198","Noah Scott",66,"50 and above","VIP","2013-07-09",143,2,5969.0,7.0,7,18,2984.5,332.0
1200,"AW00012199","Christina Richardson",67,"50 and above","New","2013-11-13",139,2,195.0,4.0,4,4,97.5,49.0
1201,"AW00012200","Rafael Sharma",82,"50 and above","VIP","2013-03-09",147,2,5935.0,4.0,4,14,2967.5,424.0
1202,"AW00012201","Mindy Yuan",81,"50 and above","New","2013-08-09",142,2,58.0,5.0,4,1,29.0,58.0
1203,"AW00012202","Xavier Ross",81,"50 and above","New","2013-10-04",141,4,171.0,13.0,8,7,42.75,24.0
1204,"AW00012203","Zachary Hughes",81,"50 and above","New","2014-01-05",138,4,200.0,12.0,10,6,50.0,33.0
1205,"AW00012204","Bradley Jai",81,"50 and above","New","2013-06-22",144,2,120.0,7.0,7,4,60.0,30.0
1206,"AW00012205","Madison Long",81,"50 and above","New","2013-12-30",138,2,51.0,4.0,4,2,25.5,26.0
1207,"AW00012206","Sierra Parker",80,"50 and above","VIP","2013-03-08",147,2,5908.0,3.0,3,14,2954.0,422.0
1208,"AW00012207","Samuel Hill",79,"50 and above","VIP","2013-04-11",146,2,5875.0,3.0,3,15,2937.5,392.0
1209,"AW00012208","Dominique Sanchez",79,"50 and above","VIP","2013-04-16",146,2,5954.0,5.0,5,16,2977.0,372.0
1210,"AW00012209","Mindy Jai",79,"50 and above","VIP","2013-04-21",146,2,5908.0,3.0,3,16,2954.0,369.0
1211,"AW00012210","Alan He",41,"40-49","VIP","2013-11-11",139,3,6825.0,6.0,5,19,2275.0,359.0
1212,"AW00012211","Victor Romero",40,"40-49","VIP","2013-07-15",143,2,5908.0,3.0,3,28,2954.0,211.0
1213,"AW00012212","Shawna Xie",50,"50 and above","VIP","2013-07-07",143,2,5898.0,2.0,2,27,2949.0,218.0
1214,"AW00012213","Alejandro Lal",51,"50 and above","New","2013-04-01",147,2,4419.0,5.0,5,10,2209.5,442.0
1215,"AW00012214","Julie Raje",57,"50 and above","VIP","2013-12-17",138,3,6803.0,8.0,8,21,2267.6667,324.0
1216,"AW00012215","Karla She",57,"50 and above","VIP","2013-12-21",138,3,6890.0,9.0,9,21,2296.6667,328.0
1217,"AW00012216","Gerald Rodriguez",57,"50 and above","VIP","2013-12-17",138,3,6955.0,9.0,8,20,2318.3333,348.0
1218,"AW00012217","Kyle Roberts",58,"50 and above","VIP","2013-07-07",143,2,5873.0,2.0,2,27,2936.5,218.0
1219,"AW00012218","Mitchell Xu",58,"50 and above","New","2013-04-25",146,2,4472.0,5.0,4,11,2236.0,407.0
1220,"AW00012219","Kurt Nara",47,"40-49","VIP","2013-07-27",143,2,5967.0,5.0,5,28,2983.5,213.0
1221,"AW00012220","Virginia Sara",58,"50 and above","VIP","2013-07-29",143,2,5950.0,4.0,4,28,2975.0,213.0
1222,"AW00012221","Brandi Ruiz",58,"50 and above","VIP","2013-07-20",143,2,5968.0,4.0,4,28,2984.0,213.0
1223,"AW00012222","Jenny Xu",58,"50 and above","VIP","2013-12-07",138,3,6909.0,8.0,7,20,2303.0,345.0
1224,"AW00012223","Felicia Vazquez",58,"50 and above","New","2013-08-08",142,1,35.0,1.0,1,0,35.0,35.0
1225,"AW00012224","Tristan Henderson",84,"50 and above","New","2013-11-15",139,1,85.0,2.0,2,0,85.0,85.0
1226,"AW00012225","Kathleen Ortega",61,"50 and above","New","2013-05-15",145,2,4381.0,4.0,4,11,2190.5,398.0
1227,"AW00012226","Faith Ward",57,"50 and above","New","2013-05-02",146,2,4368.0,5.0,5,11,2184.0,397.0
1228,"AW00012227","Kelsey Raje",62,"50 and above","New","2013-04-29",146,1,44.0,2.0,2,0,44.0,44.0
1229,"AW00012228","Mayra Martinez",62,"50 and above","New","2013-05-21",145,2,4401.0,3.0,3,10,2200.5,440.0
1230,"AW00012229","Kari Gomez",63,"50 and above","New","2013-05-23",145,2,4415.0,4.0,4,11,2207.5,401.0
1231,"AW00012230","Wesley Zheng",63,"50 and above","New","2013-06-14",144,2,4401.0,4.0,4,11,2200.5,400.0
1232,"AW00012231","Isabelle Patterson",64,"50 and above","Regular","2013-06-22",144,2,4354.0,3.0,2,12,2177.0,363.0
1233,"AW00012232","Sean Hernandez",64,"50 and above","Regular","2013-06-10",144,2,4376.0,3.0,3,12,2188.0,365.0
1234,"AW00012233","Jerry Yuan",64,"50 and above","New","2014-01-17",137,1,35.0,1.0,1,0,35.0,35.0
1235,"AW00012234","Clarence Zeng",65,"50 and above","New","2013-04-26",146,1,35.0,1.0,1,0,35.0,35.0
1236,"AW00012235","Donna Rai",76,"50 and above","New","2013-07-06",143,2,62.0,4.0,4,3,31.0,21.0
1237,"AW00012236","Kendra Gill",78,"50 and above","New","2013-07-13",143,1,35.0,1.0,1,0,35.0,35.0
1238,"AW00012237","Ruth Madan",73,"50 and above","New","2013-06-02",145,2,4470.0,5.0,5,11,2235.0,406.0
1239,"AW00012238","Monica Raman",72,"50 and above","New","2013-07-09",143,1,35.0,1.0,1,0,35.0,35.0
1240,"AW00012239","Alberto Ramos",77,"50 and above","VIP","2013-12-17",138,3,6901.0,8.0,7,20,2300.3333,345.0
1241,"AW00012240","Clayton Sharma",39,"30-39","Regular","2013-06-03",145,2,3965.0,2.0,2,17,1982.5,233.0
1242,"AW00012241","Kristine Sandberg",40,"40-49","Regular","2013-06-20",144,2,3989.0,4.0,4,18,1994.5,222.0
1243,"AW00012242","Gilbert Liang",40,"40-49","Regular","2013-06-11",144,2,3949.0,3.0,3,17,1974.5,232.0
1244,"AW00012243","Kristy Rubio",39,"30-39","Regular","2013-06-19",144,2,3915.0,2.0,2,17,1957.5,230.0
1245,"AW00012244","Amy Huang",39,"30-39","New","2013-05-17",145,2,115.0,4.0,4,3,57.5,38.0
1246,"AW00012245","Francisco Gonzalez",41,"40-49","Regular","2013-06-13",144,2,3967.0,4.0,4,18,1983.5,220.0
1247,"AW00012246","Shawn Luo",40,"40-49","Regular","2013-06-16",144,2,3947.0,5.0,5,18,1973.5,219.0
1248,"AW00012247","Brandy Raman",40,"40-49","New","2013-05-03",146,2,77.0,3.0,3,3,38.5,26.0
1250,"AW00012249","Jessie Cai",41,"40-49","New","2013-10-21",140,2,115.0,4.0,4,6,57.5,19.0
1251,"AW00012250","Andrea Collins",42,"40-49","Regular","2013-07-10",143,2,3965.0,2.0,2,19,1982.5,209.0
1252,"AW00012251","Troy Suri",42,"40-49","Regular","2013-07-19",143,2,3925.0,3.0,3,19,1962.5,207.0
1253,"AW00012252","Omar Liu",42,"40-49","Regular","2013-07-25",143,2,3939.0,5.0,5,19,1969.5,207.0
1254,"AW00012253","Jenny Sun",42,"40-49","Regular","2013-07-16",143,2,4067.0,6.0,6,18,2033.5,226.0
1255,"AW00012254","Calvin Deng",76,"50 and above","VIP","2013-07-29",143,2,5968.0,5.0,5,28,2984.0,213.0
1256,"AW00012255","Robyn Alvarez",47,"40-49","VIP","2013-07-20",143,2,5883.0,3.0,3,27,2941.5,218.0
1257,"AW00012256","Wendy Ramos",52,"50 and above","VIP","2013-08-16",142,2,5953.0,3.0,3,28,2976.5,213.0
1258,"AW00012257","Ross Ruiz",58,"50 and above","New","2013-12-05",139,1,50.0,1.0,1,0,50.0,50.0
1259,"AW00012258","Jamie Li",58,"50 and above","New","2013-10-01",141,1,50.0,1.0,1,0,50.0,50.0
1260,"AW00012259","Cindy Madan",53,"50 and above","New","2013-06-19",144,2,86.0,5.0,5,3,43.0,29.0
1261,"AW00012260","Melinda Romero",53,"50 and above","New","2013-07-29",143,2,241.0,5.0,5,5,120.5,48.0
1262,"AW00012261","Kaitlin Sanchez",59,"50 and above","VIP","2013-08-21",142,2,5973.0,5.0,5,27,2986.5,221.0
1263,"AW00012262","Morgan Sanchez",59,"50 and above","New","2013-03-31",147,2,119.0,5.0,5,0,59.5,119.0
1264,"AW00012263","Emmanuel Garcia",59,"50 and above","VIP","2013-12-27",138,3,6829.0,8.0,8,20,2276.3333,341.0
1265,"AW00012264","Bruce Ashe",48,"40-49","VIP","2013-05-25",145,3,5663.0,7.0,7,13,1887.6667,436.0
1266,"AW00012265","Alan Guo",60,"50 and above","VIP","2013-08-06",142,2,5964.0,5.0,5,27,2982.0,221.0
